8.8,28.2,29.541157729513582,0
9.2,28.4,29.852973051272464,1
9.2,28.8,30.23375596911505,2
9.4,29.2,30.675723300355934,3
9.8,29.2,30.800649343804427,4
10.2,29.4,31.119125951735853,5
10.2,29.8,31.497301471713413,6
10.4,30.2,31.94056981332675,7
10.8,30.2,32.073041639358124,8
11.2,30.4,32.397530770106535,9
11.2,30.8,32.773159750014955,10
11.4,31.2,33.21746528559938,11
11.8,31.2,33.356858365259754,12
12.2,31.4,33.68679266418814,13
12.2,31.8,34.059947152043556,14
12.4,32.2,34.505072090926,15
12.8,32.2,34.650829715895696,16
13.2,32.4,34.9857113690718,17
13.2,32.8,35.35647041207592,18
13.4,33.2,35.80223456713282,19
13.8,33.2,35.953859319967314,20
14.2,33.4,36.29325006113395,21
14.2,33.8,36.66169663286193,22
14.4,34.2,37.107950630558946,23
14.8,34.2,37.264996981081325,24
15.2,34.4,37.608509675338105,25
15.2,34.8,37.97472843879202,26
15.4,35.2,38.42134823246056,27
15.8,35.2,38.58341612662104,28
16.2,35.4,38.930707674020006,29
16.2,35.8,39.29478336878828,30
16.4,36.2,39.74166579296847,31
16.8,36.2,39.908395106794266,32
17.2,36.4,40.259160448275615,33
17.2,36.8,40.62117674317178,34
17.4,37.2,41.068235900754246,35
17.8,37.2,41.239301642971604,36
18.2,37.4,41.593268686170845,37
18.2,37.8,41.95330737856075,38
18.4,38.2,42.40047169548943,39
18.8,38.2,42.57557985512353,40
19.2,38.4,42.93250516799596,41
19.2,38.8,43.290645640830995,42
19.4,39.2,43.73785545725808,43
19.8,39.2,43.91673940537936,44
20.2,39.4,44.27640455140864,45
20.2,39.8,44.63272342127466,46
20.4,40.2,45.07992901502841,47
20.8,40.2,45.262346381954174,48
21.2,40.4,45.624554792348384,49
21.2,40.8,45.97912569851671,50
21.4,41.2,46.42628565801921,51
21.8,41.2,46.61201561829311,52
22.2,41.4,46.976589914552115,53
22.2,41.8,47.32948341150577,54
22.4,42.2,47.77656329205775,55
22.8,42.2,47.9654041992768,56
23.2,42.4,48.33218389437829,57
23.2,42.8,48.683467419648736,58
23.4,43.2,49.13043863024225,59
23.8,43.2,49.322205952288876,60
24.2,43.4,49.69104547099004,61
24.2,43.8,50.040783367169624,62
24.4,44.2,50.48762224545735,63
24.8,44.2,50.68214675800543,64
25.2,44.4,51.05291372683835,65
25.2,44.8,51.401167301920296,66
25.4,45.2,51.84785434326092,67
25.8,45.2,52.04498054567799,68
26.2,45.4,52.417554311509036,69
26.2,45.8,52.76438192568923,70
26.4,46.2,53.21090113877043,71
26.8,46.2,53.4104858618605,72
27.2,46.4,53.784756204709154,73
27.2,46.8,54.13021337478728,74
27.4,47.2,54.57655174156755,75
27.8,47.2,54.77846292111527,76
28.2,47.4,55.154328932550705,77
28.2,47.8,55.49846844733646,78
28.4,48.2,55.94461546922992,79
28.8,48.2,56.14873106313268,80
29.2,48.4,56.526100166206405,81
32.2,1.8,32.25027131668818,94
32.4,2.2,32.47460546334628,95
32.8,2.2,32.87369769283644,96
33.2,2.4,33.28663395418648,97
33.2,2.8,33.31786307673408,98
33.4,3.2,33.552943239006616,99
